PropName,BladeName,Family,B,D,P,P_D,J,N,CT,CP,eta,D_ft,A_sqft,N_rps,SLT_lbf,SLP_hp,DL_psf,Vtip_fps,Vtip_mach,CT_hov,CT_sig,CP_i,P_i,FM
ance 8.5x6.0 - 2,ance 8.5x6.0,ance,2,8.50,6.00,0.7059,0.0000,6897,0.1144,0.05050,0.0000,0.7083,0.3941,114.95,7.0115,1.4395,17.7930,255.8,0.2325,0.1144,1.1467,0.0274,493.29,0.6231
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1620,4008,0.1128,0.06060,0.3010,0.7083,0.3941,66.80,2.3347,0.3390,5.9247,148.6,0.1351,0.1128,1.1307,0.0268,94.78,0.5084
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2090,4008,0.1101,0.06110,0.3760,0.7083,0.3941,66.80,2.2788,0.3418,5.7829,148.6,0.1351,0.1101,1.1036,0.0258,91.40,0.4862
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2530,4008,0.1063,0.06130,0.4390,0.7083,0.3941,66.80,2.2002,0.3429,5.5833,148.6,0.1351,0.1063,1.0655,0.0245,86.71,0.4598
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2970,4008,0.1014,0.06130,0.4920,0.7083,0.3941,66.80,2.0987,0.3429,5.3259,148.6,0.1351,0.1014,1.0164,0.0228,80.78,0.4283
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3400,4008,0.0959,0.06070,0.5380,0.7083,0.3941,66.80,1.9849,0.3396,5.0370,148.6,0.1351,0.0959,0.9613,0.0210,74.30,0.3979
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3890,4008,0.0898,0.05970,0.5850,0.7083,0.3941,66.80,1.8587,0.3340,4.7166,148.6,0.1351,0.0898,0.9001,0.0190,67.33,0.3665
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4330,4008,0.0838,0.05850,0.6190,0.7083,0.3941,66.80,1.7345,0.3272,4.4015,148.6,0.1351,0.0838,0.8400,0.0172,60.69,0.3372
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4850,4008,0.0736,0.05560,0.6420,0.7083,0.3941,66.80,1.5234,0.3110,3.8658,148.6,0.1351,0.0736,0.7378,0.0141,49.96,0.2920
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5180,4008,0.0668,0.05290,0.6540,0.7083,0.3941,66.80,1.3826,0.2959,3.5086,148.6,0.1351,0.0668,0.6696,0.0122,43.20,0.2654
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5700,4008,0.0562,0.04780,0.6710,0.7083,0.3941,66.80,1.1632,0.2674,2.9518,148.6,0.1351,0.0562,0.5633,0.0094,33.33,0.2267
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6130,4008,0.0470,0.04280,0.6720,0.7083,0.3941,66.80,0.9728,0.2394,2.4686,148.6,0.1351,0.0470,0.4711,0.0072,25.49,0.1936
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6580,4008,0.0373,0.03730,0.6590,0.7083,0.3941,66.80,0.7720,0.2087,1.9591,148.6,0.1351,0.0373,0.3739,0.0051,18.02,0.1570
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6880,4008,0.0321,0.03360,0.6570,0.7083,0.3941,66.80,0.6644,0.1880,1.6860,148.6,0.1351,0.0321,0.3218,0.0041,14.39,0.1392
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7500,4008,0.0201,0.02710,0.5580,0.7083,0.3941,66.80,0.4160,0.1516,1.0557,148.6,0.1351,0.0201,0.2015,0.0020,7.13,0.0855
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7830,4008,0.0140,0.02400,0.4560,0.7083,0.3941,66.80,0.2898,0.1343,0.7353,148.6,0.1351,0.0140,0.1403,0.0012,4.14,0.0561
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.8350,4008,0.0053,0.01650,0.2690,0.7083,0.3941,66.80,0.1097,0.0923,0.2784,148.6,0.1351,0.0053,0.0531,0.0003,0.97,0.0190
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1340,5000,0.1133,0.05920,0.2560,0.7083,0.3941,83.33,3.6495,0.6429,9.2613,185.4,0.1686,0.1133,1.1357,0.0270,185.24,0.5238
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1710,5000,0.1111,0.05950,0.3180,0.7083,0.3941,83.33,3.5787,0.6462,9.0815,185.4,0.1686,0.1111,1.1137,0.0262,179.87,0.5061
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2040,5000,0.1087,0.06000,0.3700,0.7083,0.3941,83.33,3.5014,0.6516,8.8853,185.4,0.1686,0.1087,1.0896,0.0253,174.08,0.4857
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2370,5000,0.1060,0.06020,0.4180,0.7083,0.3941,83.33,3.4144,0.6538,8.6646,185.4,0.1686,0.1060,1.0625,0.0244,167.63,0.4662
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2750,5000,0.1030,0.06090,0.4660,0.7083,0.3941,83.33,3.3178,0.6614,8.4194,185.4,0.1686,0.1030,1.0325,0.0234,160.57,0.4414
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3140,5000,0.0989,0.06050,0.5140,0.7083,0.3941,83.33,3.1857,0.6571,8.0842,185.4,0.1686,0.0989,0.9914,0.0220,151.07,0.4180
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3460,5000,0.0952,0.06050,0.5450,0.7083,0.3941,83.33,3.0665,0.6571,7.7818,185.4,0.1686,0.0952,0.9543,0.0208,142.68,0.3948
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3820,5000,0.0906,0.05950,0.5820,0.7083,0.3941,83.33,2.9183,0.6462,7.4058,185.4,0.1686,0.0906,0.9082,0.0193,132.46,0.3727
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4160,5000,0.0856,0.05830,0.6110,0.7083,0.3941,83.33,2.7573,0.6332,6.9971,185.4,0.1686,0.0856,0.8580,0.0177,121.65,0.3493
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4490,5000,0.0812,0.05820,0.6270,0.7083,0.3941,83.33,2.6156,0.6321,6.6374,185.4,0.1686,0.0812,0.8139,0.0164,112.39,0.3233
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4880,5000,0.0754,0.05690,0.6470,0.7083,0.3941,83.33,2.4287,0.6180,6.1633,185.4,0.1686,0.0754,0.7558,0.0146,100.57,0.2959
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5200,5000,0.0701,0.05400,0.6750,0.7083,0.3941,83.33,2.2580,0.5865,5.7301,185.4,0.1686,0.0701,0.7027,0.0131,90.15,0.2795
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5600,5000,0.0620,0.05050,0.6870,0.7083,0.3941,83.33,1.9971,0.5485,5.0680,185.4,0.1686,0.0620,0.6215,0.0109,74.99,0.2486
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5950,5000,0.0542,0.04660,0.6920,0.7083,0.3941,83.33,1.7458,0.5061,4.4304,185.4,0.1686,0.0542,0.5433,0.0089,61.29,0.2202
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6280,5000,0.0462,0.04240,0.6850,0.7083,0.3941,83.33,1.4882,0.4605,3.7765,185.4,0.1686,0.0462,0.4631,0.0070,48.23,0.1904
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6650,5000,0.0384,0.03810,0.6700,0.7083,0.3941,83.33,1.2369,0.4138,3.1389,185.4,0.1686,0.0384,0.3849,0.0053,36.55,0.1606
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6930,5000,0.0326,0.03450,0.6550,0.7083,0.3941,83.33,1.0501,0.3747,2.6648,185.4,0.1686,0.0326,0.3268,0.0042,28.59,0.1387
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5860,5001,0.0566,0.04660,0.7110,0.7083,0.3941,83.35,1.8239,0.5064,4.6284,185.5,0.1686,0.0566,0.5674,0.0095,65.45,0.2350
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6270,5001,0.0473,0.04190,0.7080,0.7083,0.3941,83.35,1.5242,0.4553,3.8679,185.5,0.1686,0.0473,0.4741,0.0073,50.00,0.1996
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6590,5001,0.0402,0.03730,0.7120,0.7083,0.3941,83.35,1.2954,0.4053,3.2873,185.5,0.1686,0.0402,0.4030,0.0057,39.17,0.1757
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6960,5001,0.0318,0.03220,0.6870,0.7083,0.3941,83.35,1.0247,0.3499,2.6004,185.5,0.1686,0.0318,0.3188,0.0040,27.56,0.1432
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7300,5001,0.0251,0.02790,0.6570,0.7083,0.3941,83.35,0.8088,0.3032,2.0525,185.5,0.1686,0.0251,0.2516,0.0028,19.33,0.1159
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7640,5001,0.0183,0.02460,0.5680,0.7083,0.3941,83.35,0.5897,0.2673,1.4965,185.5,0.1686,0.0183,0.1834,0.0018,12.03,0.0818
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7980,5001,0.0128,0.02030,0.5020,0.7083,0.3941,83.35,0.4125,0.2206,1.0467,185.5,0.1686,0.0128,0.1283,0.0010,7.04,0.0580
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.8410,5001,0.0057,0.01570,0.3050,0.7083,0.3941,83.35,0.1837,0.1706,0.4661,185.5,0.1686,0.0057,0.0571,0.0003,2.09,0.0223
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1090,5998,0.1158,0.05800,0.2180,0.7083,0.3941,99.97,5.3677,1.0874,13.6214,222.5,0.2022,0.1158,1.1608,0.0279,330.42,0.5525
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1380,5998,0.1146,0.05850,0.2710,0.7083,0.3941,99.97,5.3121,1.0968,13.4803,222.5,0.2022,0.1146,1.1487,0.0274,325.30,0.5393
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1700,5998,0.1127,0.05910,0.3240,0.7083,0.3941,99.97,5.2240,1.1080,13.2568,222.5,0.2022,0.1127,1.1297,0.0268,317.24,0.5206
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1970,5998,0.1109,0.05930,0.3690,0.7083,0.3941,99.97,5.1406,1.1118,13.0451,222.5,0.2022,0.1109,1.1116,0.0261,309.67,0.5064
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2310,5998,0.1082,0.05960,0.4190,0.7083,0.3941,99.97,5.0154,1.1174,12.7275,222.5,0.2022,0.1082,1.0846,0.0252,298.43,0.4856
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2580,5998,0.1058,0.06010,0.4550,0.7083,0.3941,99.97,4.9042,1.1268,12.4452,222.5,0.2022,0.1058,1.0605,0.0243,288.56,0.4656
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2900,5998,0.1026,0.06010,0.4950,0.7083,0.3941,99.97,4.7558,1.1268,12.0687,222.5,0.2022,0.1026,1.0284,0.0232,275.57,0.4447
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3170,5998,0.1001,0.06010,0.5280,0.7083,0.3941,99.97,4.6400,1.1268,11.7747,222.5,0.2022,0.1001,1.0034,0.0224,265.56,0.4285
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3480,5998,0.0965,0.05970,0.5630,0.7083,0.3941,99.97,4.4731,1.1193,11.3512,222.5,0.2022,0.0965,0.9673,0.0212,251.36,0.4083
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3760,5998,0.0929,0.05950,0.5870,0.7083,0.3941,99.97,4.3062,1.1155,10.9277,222.5,0.2022,0.0929,0.9312,0.0200,237.43,0.3870
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4050,5998,0.0893,0.05890,0.6150,0.7083,0.3941,99.97,4.1393,1.1043,10.5043,222.5,0.2022,0.0893,0.8951,0.0189,223.76,0.3684
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4330,5998,0.0852,0.05830,0.6330,0.7083,0.3941,99.97,3.9493,1.0930,10.0220,222.5,0.2022,0.0852,0.8540,0.0176,208.53,0.3469
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4570,5998,0.0818,0.05730,0.6520,0.7083,0.3941,99.97,3.7917,1.0743,9.6221,222.5,0.2022,0.0818,0.8200,0.0165,196.17,0.3320
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4910,5998,0.0767,0.05610,0.6710,0.7083,0.3941,99.97,3.5553,1.0518,9.0222,222.5,0.2022,0.0767,0.7688,0.0150,178.11,0.3079
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5230,5998,0.0717,0.05430,0.6900,0.7083,0.3941,99.97,3.3235,1.0180,8.4340,222.5,0.2022,0.0717,0.7187,0.0136,160.98,0.2875
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5500,5998,0.0669,0.05250,0.7010,0.7083,0.3941,99.97,3.1010,0.9843,7.8694,222.5,0.2022,0.0669,0.6706,0.0122,145.09,0.2680
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5830,5998,0.0604,0.04960,0.7090,0.7083,0.3941,99.97,2.7997,0.9299,7.1048,222.5,0.2022,0.0604,0.6054,0.0105,124.47,0.2434
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4830,6009,0.0788,0.05610,0.6780,0.7083,0.3941,100.15,3.6660,1.0576,9.3032,222.9,0.2026,0.0788,0.7899,0.0156,186.50,0.3206
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5200,6009,0.0725,0.05410,0.6970,0.7083,0.3941,100.15,3.3729,1.0199,8.5594,222.9,0.2026,0.0725,0.7267,0.0138,164.59,0.2934
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5480,6009,0.0677,0.05210,0.7120,0.7083,0.3941,100.15,3.1496,0.9822,7.9927,222.9,0.2026,0.0677,0.6786,0.0125,148.52,0.2749
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5810,6009,0.0615,0.04950,0.7210,0.7083,0.3941,100.15,2.8612,0.9332,7.2607,222.9,0.2026,0.0615,0.6165,0.0108,128.59,0.2505
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6040,6009,0.0567,0.04720,0.7240,0.7083,0.3941,100.15,2.6379,0.8898,6.6941,222.9,0.2026,0.0567,0.5684,0.0095,113.83,0.2326
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6380,6009,0.0484,0.04290,0.7190,0.7083,0.3941,100.15,2.2517,0.8087,5.7141,222.9,0.2026,0.0484,0.4852,0.0075,89.78,0.2018
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6600,6009,0.0435,0.04000,0.7160,0.7083,0.3941,100.15,2.0238,0.7541,5.1357,222.9,0.2026,0.0435,0.4360,0.0064,76.49,0.1844
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6920,6009,0.0362,0.03570,0.7020,0.7083,0.3941,100.15,1.6841,0.6730,4.2738,222.9,0.2026,0.0362,0.3629,0.0049,58.07,0.1569
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7190,6009,0.0289,0.03100,0.6700,0.7083,0.3941,100.15,1.3445,0.5844,3.4120,222.9,0.2026,0.0289,0.2897,0.0035,41.42,0.1289
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7540,6009,0.0224,0.02690,0.6270,0.7083,0.3941,100.15,1.0421,0.5071,2.6446,222.9,0.2026,0.0224,0.2245,0.0024,28.27,0.1013
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7900,6009,0.0145,0.02210,0.5190,0.7083,0.3941,100.15,0.6746,0.4166,1.7119,222.9,0.2026,0.0145,0.1453,0.0012,14.72,0.0642
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.8150,6009,0.0100,0.01880,0.4320,0.7083,0.3941,100.15,0.4652,0.3544,1.1806,222.9,0.2026,0.0100,0.1002,0.0007,8.43,0.0433
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.8440,6009,0.0046,0.01480,0.2610,0.7083,0.3941,100.15,0.2140,0.2790,0.5431,222.9,0.2026,0.0046,0.0461,0.0002,2.63,0.0171
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.0960,6800,0.1198,0.05790,0.1980,0.7083,0.3941,113.33,7.1374,1.5818,18.1124,252.2,0.2293,0.1198,1.2009,0.0293,506.64,0.5824
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1200,6800,0.1184,0.05820,0.2450,0.7083,0.3941,113.33,7.0540,1.5900,17.9008,252.2,0.2293,0.1184,1.1868,0.0288,497.78,0.5692
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1460,6800,0.1166,0.05850,0.2920,0.7083,0.3941,113.33,6.9468,1.5982,17.6286,252.2,0.2293,0.1166,1.1688,0.0282,486.48,0.5534
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1720,6800,0.1150,0.05890,0.3360,0.7083,0.3941,113.33,6.8515,1.6091,17.3867,252.2,0.2293,0.1150,1.1527,0.0276,476.50,0.5384
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.1990,6800,0.1131,0.05920,0.3800,0.7083,0.3941,113.33,6.7383,1.6173,17.0995,252.2,0.2293,0.1131,1.1337,0.0269,464.74,0.5225
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2270,6800,0.1112,0.05980,0.4220,0.7083,0.3941,113.33,6.6251,1.6337,16.8122,252.2,0.2293,0.1112,1.1147,0.0262,453.07,0.5042
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2530,6800,0.1086,0.05980,0.4590,0.7083,0.3941,113.33,6.4702,1.6337,16.4191,252.2,0.2293,0.1086,1.0886,0.0253,437.28,0.4867
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.2790,6800,0.1061,0.05990,0.4940,0.7083,0.3941,113.33,6.3212,1.6364,16.0411,252.2,0.2293,0.1061,1.0635,0.0244,422.27,0.4692
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3060,6800,0.1037,0.06010,0.5270,0.7083,0.3941,113.33,6.1782,1.6419,15.6783,252.2,0.2293,0.1037,1.0395,0.0236,408.02,0.4518
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3330,6800,0.1009,0.06000,0.5600,0.7083,0.3941,113.33,6.0114,1.6391,15.2549,252.2,0.2293,0.1009,1.0114,0.0227,391.61,0.4344
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3560,6800,0.0969,0.05930,0.5820,0.7083,0.3941,113.33,5.7731,1.6200,14.6502,252.2,0.2293,0.0969,0.9713,0.0213,368.55,0.4136
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.3830,6800,0.0953,0.05960,0.6120,0.7083,0.3941,113.33,5.6778,1.6282,14.4083,252.2,0.2293,0.0953,0.9553,0.0208,359.46,0.4014
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4090,6800,0.0912,0.05900,0.6330,0.7083,0.3941,113.33,5.4335,1.6118,13.7884,252.2,0.2293,0.0912,0.9142,0.0195,336.52,0.3796
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4350,6800,0.0878,0.05850,0.6520,0.7083,0.3941,113.33,5.2309,1.5982,13.2744,252.2,0.2293,0.0878,0.8801,0.0184,317.87,0.3616
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4590,6800,0.0837,0.05760,0.6670,0.7083,0.3941,113.33,4.9867,1.5736,12.6545,252.2,0.2293,0.0837,0.8390,0.0171,295.87,0.3419
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4830,6800,0.0800,0.05670,0.6820,0.7083,0.3941,113.33,4.7662,1.5490,12.0951,252.2,0.2293,0.0800,0.8019,0.0160,276.47,0.3245
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5070,6800,0.0759,0.05570,0.6910,0.7083,0.3941,113.33,4.5220,1.5217,11.4752,252.2,0.2293,0.0759,0.7608,0.0148,255.49,0.3053
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4280,6819,0.0883,0.05860,0.6450,0.7083,0.3941,113.65,5.2902,1.6144,13.4247,252.9,0.2299,0.0883,0.8851,0.0186,323.29,0.3641
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4540,6819,0.0847,0.05800,0.6630,0.7083,0.3941,113.65,5.0745,1.5978,12.8774,252.9,0.2299,0.0847,0.8490,0.0174,303.72,0.3456
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.4780,6819,0.0806,0.05690,0.6770,0.7083,0.3941,113.65,4.8288,1.5675,12.2540,252.9,0.2299,0.0806,0.8079,0.0162,281.94,0.3270
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5130,6819,0.0754,0.05540,0.6990,0.7083,0.3941,113.65,4.5173,1.5262,11.4634,252.9,0.2299,0.0754,0.7558,0.0146,255.10,0.3039
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5360,6819,0.0716,0.05400,0.7110,0.7083,0.3941,113.65,4.2896,1.4876,10.8857,252.9,0.2299,0.0716,0.7177,0.0135,236.06,0.2885
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5580,6819,0.0679,0.05260,0.7210,0.7083,0.3941,113.65,4.0680,1.4491,10.3232,252.9,0.2299,0.0679,0.6806,0.0125,218.00,0.2735
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.5870,6819,0.0619,0.05030,0.7230,0.7083,0.3941,113.65,3.7085,1.3857,9.4110,252.9,0.2299,0.0619,0.6205,0.0109,189.75,0.2490
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6140,6819,0.0568,0.04770,0.7300,0.7083,0.3941,113.65,3.4030,1.3141,8.6356,252.9,0.2299,0.0568,0.5694,0.0096,166.79,0.2308
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6360,6819,0.0516,0.04520,0.7260,0.7083,0.3941,113.65,3.0914,1.2452,7.8450,252.9,0.2299,0.0516,0.5172,0.0083,144.42,0.2109
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6660,6819,0.0445,0.04140,0.7150,0.7083,0.3941,113.65,2.6661,1.1405,6.7656,252.9,0.2299,0.0445,0.4461,0.0066,115.66,0.1844
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.6900,6819,0.0391,0.03800,0.7100,0.7083,0.3941,113.65,2.3425,1.0469,5.9446,252.9,0.2299,0.0391,0.3919,0.0055,95.26,0.1654
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7200,6819,0.0321,0.03390,0.6820,0.7083,0.3941,113.65,1.9232,0.9339,4.8803,252.9,0.2299,0.0321,0.3218,0.0041,70.86,0.1380
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7400,6819,0.0274,0.03120,0.6490,0.7083,0.3941,113.65,1.6416,0.8595,4.1658,252.9,0.2299,0.0274,0.2747,0.0032,55.88,0.1182
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7700,6819,0.0204,0.02660,0.5910,0.7083,0.3941,113.65,1.2222,0.7328,3.1015,252.9,0.2299,0.0204,0.2045,0.0021,35.90,0.0891
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.7910,6819,0.0160,0.02360,0.5380,0.7083,0.3941,113.65,0.9586,0.6502,2.4326,252.9,0.2299,0.0160,0.1604,0.0014,24.94,0.0697
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.8200,6819,0.0093,0.01920,0.3980,0.7083,0.3941,113.65,0.5572,0.5289,1.4139,252.9,0.2299,0.0093,0.0932,0.0006,11.05,0.0380
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.8470,6819,0.0043,0.01540,0.2370,0.7083,0.3941,113.65,0.2576,0.4243,0.6537,252.9,0.2299,0.0043,0.0431,0.0002,3.47,0.0149
ance 8.5x7.0 - 2,ance 8.5x7.0,ance,2,8.50,7.00,0.8235,0.0000,2514,0.1079,0.07040,0.0000,0.7083,0.3941,41.90,0.8787,0.0972,2.2297,93.2,0.0848,0.1079,1.0816,0.0251,21.88,0.4094
